ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGID	ALIGNMENT
6921	KFKMashi1	umbrella	àmbə́ɣə́ / bìmbə̀ɣə́	ambə́ɣə́	a.³/a m b ə.⁵/ə ɣ ə.⁵/ə		7 4 1 7 3 7	XMBYBZ	AMPEGE	21	21.A.V 21.M.c 21.P.C 21.E.V 21.G.C 21.E.V	1.5 1.1 1.75 1.3 1.75 0.8	a.³/ambə.⁵/əɣə.⁵/ə	0	3216	- a.³/a m - b ə.⁵/ə ɣ ə.⁵/ə
6922	ABSMissong1	umbrella	kìmbɛ́ / bìmbɛ́	kimbɛ́	k i.³/i m b ɛ.⁵/ɛ		1 7 4 1 7	AXMBZ	KIMPE	1	1.K.C 1.I.V 1.M.c 1.P.C 1.E.V	2.0 1.5 1.1 1.75 0.8	ki.³/imbɛ.⁵/ɛ	0	3216	k i.³/i m - b - - ɛ.⁵/ɛ
6923	AGAMissong2	umbrella	kìmbɛ́ / bìmbɛ́	kimbɛ́	k i.³/i m b ɛ.⁵/ɛ		1 7 4 1 7	AXMBZ	KIMPE	2	2.K.C 2.I.V 2.M.c 2.P.C 2.E.V	2.0 1.5 1.1 1.75 0.8	ki.³/imbɛ.⁵/ɛ	0	3216	k i.³/i m - b - - ɛ.⁵/ɛ
15511	NCCMumfu4	umbrella	ḿmba᷇ː / ḿmba᷇ː	ḿmba᷇ː	m.⁵/m m b aː.⁵³/aː		4 4 1 7	AMBZ	MMPA	31	31.M.C 31.M.c 31.P.C 31.A.V	2.0 1.1 1.75 0.8	m.⁵/mmbaː.⁵³/aː	0	3216	- - m.⁵/m m b - - aː.⁵³/aː
15512	MEAMumfu3	umbrella	mbáŋŋgʲə́ŋ / mbáŋŋgʲə́ŋ ~ ḿmbâː / ḿmba᷇ː ~ ḿmbâː	mbáŋŋgʲə́ŋ	m b a.⁵/a ŋ ŋ g j ə.⁵/ə ŋ		4 1 7 4 4 1 6 7 4	ACYLMBCYN	MPANNKJEN	27	27.M.C 27.P.C 27.A.V 27.N.c 27.N.c 27.K.C 27.J.C 27.E.V 27.N.c	2.0 1.5 1.3 1.1 1.1 1.75 1.5 1.3 0.8	mba.⁵/aŋŋgjə.⁵/əŋ	0	3234	m b a.⁵/a ŋ ŋ g j ə.⁵/ə ŋ
15963	NMSMissong4	umbrella	kìmbɛ́ː / bìmbɛ́ː	kimbɛ́ː	k i.³/i m b ɛː.⁵/ɛː		1 7 4 1 7	AXMBZ	KIMPE	41	41.K.C 41.I.V 41.M.c 41.P.C 41.E.V	2.0 1.5 1.1 1.75 0.8	ki.³/imbɛː.⁵/ɛː	0	3216	k i.³/i m - b - - ɛː.⁵/ɛː
15964	NDNMissong5	umbrella	mbánʊ̀bàŋnə́ / bínábìbàŋnə́	mbánʊ̀bàŋnə́	m b a.⁵/a n ʊ.¹/ʊ b a.¹/a ŋ n ə.⁵/ə		4 1 7 4 7 1 7 4 4 7	ACYBYBYMBZ	MPANYPANNE	33	33.M.C 33.P.C 33.A.V 33.N.C 33.Y.V 33.P.C 33.A.V 33.N.c 33.N.C 33.E.V	2.0 1.5 1.3 1.75 1.3 1.75 1.3 1.1 1.75 0.8	mba.⁵/anʊ.¹/ʊba.¹/aŋnə.⁵/ə	0	3240	m b a.⁵/a n ʊ.¹/ʊ b a.¹/a ŋ n ə.⁵/ə
16413	BAAMashi4	umbrella	ámbʷɘ́ / bìmbʷɘ́ː	ámbʷɘ́	a.⁵/a m bʷ ɘ.⁵/ɘ		7 4 1 7	XMBZ	AMPE	5	5.A.V 5.M.c 5.P.C 5.E.V	1.5 1.1 1.75 0.8	a.⁵/ambʷɘ.⁵/ɘ	0	3216	- a.⁵/a m - bʷ - - ɘ.⁵/ɘ
16414	NCMMashi5	umbrella	àmbɘ́ / bìmbɘ́	ambɘ́	a.³/a m b ɘ.⁵/ɘ		7 4 1 7	XMBZ	AMPE	32	32.A.V 32.M.c 32.P.C 32.E.V	1.5 1.1 1.75 0.8	a.³/ambɘ.⁵/ɘ	0	3216	- a.³/a m - b - - ɘ.⁵/ɘ
12874	NVBAbar7	war	ìwôm / ìwómókî	ìwôm	i.¹/i w o.⁵¹/o m		7 6 7 4	XBYN	IWUM	44	44.I.V 44.W.C 44.U.V 44.M.c	1.5 1.75 1.3 0.8	i.¹/iwo.⁵¹/om	0	3250	i.¹/i w o.⁵¹/o m
12875	ECLAbar8	war	ìwòm / kìwòmò	ìwom	i.¹/i w o.³/o m		7 6 7 4	XBYN	IWUM	11	11.I.V 11.W.C 11.U.V 11.M.c	1.5 1.75 1.3 0.8	i.¹/iwo.³/om	0	3250	i.¹/i w o.³/o m
12876	NMAAbar1	war	ìwôm / kìwòmò	ìwôm	i.¹/i w o.⁵¹/o m		7 6 7 4	XBYN	IWUM	39	39.I.V 39.W.C 39.U.V 39.M.c	1.5 1.75 1.3 0.8	i.¹/iwo.⁵¹/om	0	3250	i.¹/i w o.⁵¹/o m
12877	NACAbar2	war	ìwôm / kìwómō	ìwôm	i.¹/i w o.⁵¹/o m		7 6 7 4	XBYN	IWUM	30	30.I.V 30.W.C 30.U.V 30.M.c	1.5 1.75 1.3 0.8	i.¹/iwo.⁵¹/om	0	3250	i.¹/i w o.⁵¹/o m
12878	NEMAjumbu9	war	gʷɪ̀ɲ / kə́gʷɪ́ɲnə́	gʷɪ̀ɲ	gʷ ɪ.¹/ɪ ɲ		1 7 4	AXN	KIN	35	35.K.C 35.I.V 35.N.c	2.0 1.5 0.8	gʷɪ.¹/ɪɲ	0	3265	gʷ - ɪ.¹/ɪ ɲ
12879	NVIAjumbu1	war	gwɪ̀n / kə́gwɪ̂ːlə̀	gwɪ̀n	g w ɪ.¹/ɪ n		1 6 7 4	ACXN	KWIN	45	45.K.C 45.W.C 45.I.V 45.N.c	2.0 1.5 1.5 0.8	gwɪ.¹/ɪn	0	3265	g w ɪ.¹/ɪ n
12880	KMNAjumbu2	war	gwèɲ~gwɪ̂ɲ / kə́gwɪ̂ɲ~kə́gwɪ́lə̀	gwèɲ	g w e.¹/e ɲ		1 6 7 4	ACXN	KWEN	24	24.K.C 24.W.C 24.E.V 24.N.c	2.0 1.5 1.5 0.8	gwe.¹/eɲ	0	3265	g w e.¹/e ɲ
12881	KDCAjumbu10	war	gʷɪ̀ɲ / kə́gʷɪ̂ːlə̄	gʷɪ̀ɲ	gʷ ɪ.¹/ɪ ɲ		1 7 4	AXN	KIN	18	18.K.C 18.I.V 18.N.c	2.0 1.5 0.8	gʷɪ.¹/ɪɲ	0	3265	gʷ - ɪ.¹/ɪ ɲ
12882	ENBBiya1	war	ìwóm / kə̀wo᷇ːm	ìwóm	i.¹/i w o.⁵/o m		7 6 7 4	XBYN	IWUM	12	12.I.V 12.W.C 12.U.V 12.M.c	1.5 1.75 1.3 0.8	i.¹/iwo.⁵/om	0	3250	i.¹/i w o.⁵/o m
12883	ICNBiya2	war	ìwám / kə́wámə́ ~ ìwám / ɪ̀wám	ìwám	i.¹/i w a.⁵/a m		7 6 7 4	XBYN	IWAM	13	13.I.V 13.W.C 13.A.V 13.M.c	1.5 1.75 1.3 0.8	i.¹/iwa.⁵/am	0	3250	i.¹/i w a.⁵/a m
12884	NNBBuu3	war	dzʊ́m / ø ~ kə́dzʊ̂mtə́	dzʊ́m	d z ʊ.⁵/ʊ m		1 3 7 4	ACXN	TSYM	42	42.T.C 42.S.C 42.Y.V 42.M.c	2.0 1.5 1.5 0.8	dzʊ.⁵/ʊm	0	3251	- d z - ʊ.⁵/ʊ - m
12885	MNJBuu4	war	dzóm / kə́dzómtə́	dzóm	d z o.⁵/o m		1 3 7 4	ACXN	TSUM	28	28.T.C 28.S.C 28.U.V 28.M.c	2.0 1.5 1.5 0.8	dzo.⁵/om	0	3251	- d z - o.⁵/o - m
12886	KEMBuu1	war	dzʊ́m / kə́dzʊ́mtə́	dzʊ́m	d z ʊ.⁵/ʊ m		1 3 7 4	ACXN	TSYM	20	20.T.C 20.S.C 20.Y.V 20.M.c	2.0 1.5 1.5 0.8	dzʊ.⁵/ʊm	0	3251	- d z - ʊ.⁵/ʊ - m
12887	KCYBuu2	war	dzʊ́m / kə́dzʊ́mtə́	dzʊ́m	d z ʊ.⁵/ʊ m		1 3 7 4	ACXN	TSYM	17	17.T.C 17.S.C 17.Y.V 17.M.c	2.0 1.5 1.5 0.8	dzʊ.⁵/ʊm	0	3251	- d z - ʊ.⁵/ʊ - m
12888	KHKFang12	war	dzʊ̀m / bə̀dzʊ̀m	dzʊm	d z ʊ.³/ʊ m		1 3 7 4	ACXN	TSYM	22	22.T.C 22.S.C 22.Y.V 22.M.c	2.0 1.5 1.5 0.8	dzʊ.³/ʊm	0	3251	- d z - ʊ.³/ʊ - m
12889	DPNFang13	war	dzʊ̀m / dzúm	dzʊm	d z ʊ.³/ʊ m		1 3 7 4	ACXN	TSYM	10	10.T.C 10.S.C 10.Y.V 10.M.c	2.0 1.5 1.5 0.8	dzʊ.³/ʊm	0	3251	- d z - ʊ.³/ʊ - m
12890	JGYKoshin3	war	zʊ̀m / zʊ̂m	zʊm	z ʊ.³/ʊ m		3 7 4	AXN	SYM	14	14.S.C 14.Y.V 14.M.c	2.0 1.5 0.8	zʊ.³/ʊm	0	3251	- - z - ʊ.³/ʊ - m
12891	TELKoshin4	war	zʊ̀m / zʊ̂m	zʊm	z ʊ.³/ʊ m		3 7 4	AXN	SYM	46	46.S.C 46.Y.V 46.M.c	2.0 1.5 0.8	zʊ.³/ʊm	0	3251	- - z - ʊ.³/ʊ - m
12892	MRYKoshin2	war	dʒʊ̀m /  dʒâŋ	dʒʊm	dʒ ʊ.³/ʊ m		1 7 4	AXN	TYM	29	29.T.C 29.Y.V 29.M.c	2.0 1.5 0.8	dʒʊ.³/ʊm	0	3251	- - dʒ - ʊ.³/ʊ - m
12893	KCSKung3	war	tsàm / sə̀tsâm	tsam	ts a.³/a m		2 7 4	AXN	CAM	16	16.C.C 16.A.V 16.M.c	2.0 1.5 0.8	tsa.³/am	0	3251	- - ts - a.³/a - m
12894	NJSKung4	war	tsàm / sə̀tsa᷇ːm	tsam	ts a.³/a m		2 7 4	AXN	CAM	38	38.C.C 38.A.V 38.M.c	2.0 1.5 0.8	tsa.³/am	0	3251	- - ts - a.³/a - m
12895	ZKGKung1	war	tsàm / sə́tsa᷇ːm	tsam	ts a.³/a m		2 7 4	AXN	CAM	49	49.C.C 49.A.V 49.M.c	2.0 1.5 0.8	tsa.³/am	0	3251	- - ts - a.³/a - m
12896	BNMKung2	war	tsàm / sə́tsa᷇ːm ~  sə́tsáːm	tsam	ts a.³/a m		2 7 4	AXN	CAM	7	7.C.C 7.A.V 7.M.c	2.0 1.5 0.8	tsa.³/am	0	3251	- - ts - a.³/a - m
12897	NMNMundabli3	war	dzɔ̄m ~ dzɔ̌ːm / dzɔ̄m	dzɔ̄m	d z ɔ.³/ɔ m		1 3 7 4	ACXN	TSUM	40	40.T.C 40.S.C 40.U.V 40.M.c	2.0 1.5 1.5 0.8	dzɔ.³/ɔm	0	3251	- d z - ɔ.³/ɔ - m
12898	CENMundabli2	war	dzɒ̄ɦm / dzɒ̄ɦm	dzɒ̄ɦm	d z ɒ.³/ɒ ɦ m		1 3 7 3 4	ACXBC	TSOHM	8	8.T.C 8.S.C 8.O.V 8.H.C 8.M.C	2.0 1.5 1.5 1.75 1.5	dzɒ.³/ɒɦm	0	3251	- d z - ɒ.³/ɒ ɦ m
12899	LFNMundabli1	war	dzwɔ́m / dzwɔ̄myɛ́n	dzwɔ́m	d z w ɔ.⁵/ɔ m		1 3 6 7 4	ACCXN	TSWUM	25	25.T.C 25.S.C 25.W.C 25.U.V 25.M.c	2.0 1.5 1.5 1.5 0.8	dzwɔ.⁵/ɔm	0	3251	- d z w ɔ.⁵/ɔ - m
12900	NINMundabli4	war	dzɔ̄m / dzɔ̄myó	dzɔ̄m	d z ɔ.³/ɔ m		1 3 7 4	ACXN	TSUM	37	37.T.C 37.S.C 37.U.V 37.M.c	2.0 1.5 1.5 0.8	dzɔ.³/ɔm	0	3251	- d z - ɔ.³/ɔ - m
12901	NGTMunken3	war	ɪ̀wʊ̀m / kíwʊ́mə̄	ɪ̀wʊm	ɪ.¹/ɪ w ʊ.³/ʊ m		7 6 7 4	XBYN	IWYM	36	36.I.V 36.W.C 36.Y.V 36.M.c	1.5 1.75 1.3 0.8	ɪ.¹/ɪwʊ.³/ʊm	0	3250	ɪ.¹/ɪ w ʊ.³/ʊ m
12902	NUNMunken4	war	ɪ̀wʊ̂m / kíwʊ́mə̄	ɪ̀wʊ̂m	ɪ.¹/ɪ w ʊ.¹⁵/ʊ m		7 6 7 4	XBYN	IWYM	43	43.I.V 43.W.C 43.Y.V 43.M.c	1.5 1.75 1.3 0.8	ɪ.¹/ɪwʊ.¹⁵/ʊm	0	3250	ɪ.¹/ɪ w ʊ.¹⁵/ʊ m
12903	NEAMunken1	war	ìwʊ̂m / kɪ̀wʊ̀mə̀	ìwʊ̂m	i.¹/i w ʊ.¹⁵/ʊ m		7 6 7 4	XBYN	IWYM	34	34.I.V 34.W.C 34.Y.V 34.M.c	1.5 1.75 1.3 0.8	i.¹/iwʊ.¹⁵/ʊm	0	3250	i.¹/i w ʊ.¹⁵/ʊ m
12904	TNTMunken2	war	ɪ̀wʊ̀m / kɪ̀wʊ̀mə̀	ɪ̀wʊm	ɪ.¹/ɪ w ʊ.³/ʊ m		7 6 7 4	XBYN	IWYM	47	47.I.V 47.W.C 47.Y.V 47.M.c	1.5 1.75 1.3 0.8	ɪ.¹/ɪwʊ.³/ʊm	0	3250	ɪ.¹/ɪ w ʊ.³/ʊ m
12905	MCANgun3	war	ìwɔ́m / kə̀wɔ́mə̄	ìwɔ́m	i.¹/i w ɔ.⁵/ɔ m		7 6 7 4	XBYN	IWUM	26	26.I.V 26.W.C 26.U.V 26.M.c	1.5 1.75 1.3 0.8	i.¹/iwɔ.⁵/ɔm	0	3250	i.¹/i w ɔ.⁵/ɔ m
12906	KBMNgun4	war	ìwóm / áwóm~kə̀wómə́	ìwóm	i.¹/i w o.⁵/o m		7 6 7 4	XBYN	IWUM	15	15.I.V 15.W.C 15.U.V 15.M.c	1.5 1.75 1.3 0.8	i.¹/iwo.⁵/om	0	3250	i.¹/i w o.⁵/o m
12907	WCANgun1	war	ɪ̀wɔ́m / kə̀wɔ́m	ɪ̀wɔ́m	ɪ.¹/ɪ w ɔ.⁵/ɔ m		7 6 7 4	XBYN	IWUM	48	48.I.V 48.W.C 48.U.V 48.M.c	1.5 1.75 1.3 0.8	ɪ.¹/ɪwɔ.⁵/ɔm	0	3250	ɪ.¹/ɪ w ɔ.⁵/ɔ m
12908	AOMNgun2	war	ɪ̀wóm / kə̀wómò ~kə̀wómə̀	ɪ̀wóm	ɪ.¹/ɪ w o.⁵/o m		7 6 7 4	XBYN	IWUM	3	3.I.V 3.W.C 3.U.V 3.M.c	1.5 1.75 1.3 0.8	ɪ.¹/ɪwo.⁵/om	0	3250	ɪ.¹/ɪ w o.⁵/o m
12909	APBMumfu1	war	dzɔ̄ːm / dzɔ̄myə̄	dzɔ̄ːm	d z ɔː.³/ɔː m		1 3 7 4	ACXN	TSUM	4	4.T.C 4.S.C 4.U.V 4.M.c	2.0 1.5 1.5 0.8	dzɔː.³/ɔːm	0	3251	- d z - ɔː.³/ɔː - m
12910	DNMMumfu2	war	zɔ́m / ø	zɔ́m	z ɔ.⁵/ɔ m		3 7 4	AXN	SUM	9	9.S.C 9.U.V 9.M.c	2.0 1.5 0.8	zɔ.⁵/ɔm	0	3251	- - z - ɔ.⁵/ɔ - m
12911	BKBMashi2	war	dzə̄m / dzə́m	dzə̄m	d z ə.³/ə m		1 3 7 4	ACXN	TSEM	6	6.T.C 6.S.C 6.E.V 6.M.c	2.0 1.5 1.5 0.8	dzə.³/əm	0	3251	- d z - ə.³/ə - m
12912	KFKMashi1	war	dzə̄m / dzə́m	dzə̄m	d z ə.³/ə m		1 3 7 4	ACXN	TSEM	21	21.T.C 21.S.C 21.E.V 21.M.c	2.0 1.5 1.5 0.8	dzə.³/əm	0	3251	- d z - ə.³/ə - m
12913	ABSMissong1	war	ìzóm / kízómnə̂	ìzóm	i.¹/i z o.⁵/o m		7 3 7 4	XBYN	ISUM	1	1.I.V 1.S.C 1.U.V 1.M.c	1.5 1.75 1.3 0.8	i.¹/izo.⁵/om	0	3251	i.¹/i - z - o.⁵/o - m
12914	AGAMissong2	war	ìzóm / ɪ̀zómyí	ìzóm	i.¹/i z o.⁵/o m		7 3 7 4	XBYN	ISUM	2	2.I.V 2.S.C 2.U.V 2.M.c	1.5 1.75 1.3 0.8	i.¹/izo.⁵/om	0	3251	i.¹/i - z - o.⁵/o - m
15513	NCCMumfu4	war	zɔ́m / zɔ́m	zɔ́m	z ɔ.⁵/ɔ m		3 7 4	AXN	SUM	31	31.S.C 31.U.V 31.M.c	2.0 1.5 0.8	zɔ.⁵/ɔm	0	3251	- - z - ɔ.⁵/ɔ - m
15514	MEAMumfu3	war	zɔ́m / zɔ́m	zɔ́m	z ɔ.⁵/ɔ m		3 7 4	AXN	SUM	27	27.S.C 27.U.V 27.M.c	2.0 1.5 0.8	zɔ.⁵/ɔm	0	3251	- - z - ɔ.⁵/ɔ - m
15965	NMSMissong4	war	ɪ̀dzɔ́m ~ ɪ̀zɔ́m / kɪ́zɔ́mnə̂~kɪ́dzɔ́mnə̂	ɪ̀dzɔ́m	ɪ.¹/ɪ d z ɔ.⁵/ɔ m		7 1 3 7 4	XBCYN	ITSUM	41	41.I.V 41.T.C 41.S.C 41.U.V 41.M.c	1.5 1.75 1.5 1.3 0.8	ɪ.¹/ɪdzɔ.⁵/ɔm	0	3251	ɪ.¹/ɪ d z - ɔ.⁵/ɔ - m
15966	NDNMissong5	war	ɪ̀zɔ́m / kìzɔ̀mnə̀	ɪ̀zɔ́m	ɪ.¹/ɪ z ɔ.⁵/ɔ m		7 3 7 4	XBYN	ISUM	33	33.I.V 33.S.C 33.U.V 33.M.c	1.5 1.75 1.3 0.8	ɪ.¹/ɪzɔ.⁵/ɔm	0	3251	ɪ.¹/ɪ - z - ɔ.⁵/ɔ - m
16415	BAAMashi4	war	dzə̄m / dzə́m	dzə̄m	d z ə.³/ə m		1 3 7 4	ACXN	TSEM	5	5.T.C 5.S.C 5.E.V 5.M.c	2.0 1.5 1.5 0.8	dzə.³/əm	0	3251	- d z - ə.³/ə - m
16416	NCMMashi5	war	dzə̄m / dzə́m	dzə̄m	d z ə.³/ə m		1 3 7 4	ACXN	TSEM	32	32.T.C 32.S.C 32.E.V 32.M.c	2.0 1.5 1.5 0.8	dzə.³/əm	0	3251	- d z - ə.³/ə - m
2640	NVBAbar7	water	áɲá ~áɲā / áɲá~ńɲámʷɪ̂	áɲá	a.⁵/a ɲ a.⁵/a		7 4 7	XBZ	ANA	44	44.A.V 44.N.C 44.A.V	1.5 1.75 0.8	a.⁵/aɲa.⁵/a	0	3277	- a.⁵/a ɲ - a.⁵/a
2641	ECLAbar8	water	ŋ̀ɲá~ɲ̀ɲʲá / mʷɪ̀nɲá~ɲ́ɲʲá	ŋ̀ɲá	ŋ.¹/ŋ ɲ a.⁵/a		4 4 7	ACZ	NNA	11	11.N.C 11.N.C 11.A.V	2.0 1.5 0.8	ŋ.¹/ŋɲa.⁵/a	0	3268	- ŋ.¹/ŋ ɲ - a.⁵/a
2642	NMAAbar1	water	áɲá / mə́ɲá	áɲá	a.⁵/a ɲ a.⁵/a		7 4 7	XBZ	ANA	39	39.A.V 39.N.C 39.A.V	1.5 1.75 0.8	a.⁵/aɲa.⁵/a	0	3277	- a.⁵/a ɲ - a.⁵/a
2643	NACAbar2	water	ánɲyá / mə́nɲyá	ánɲyá	a.⁵/a n ɲ j a.⁵/a		7 4 4 6 7	XMBCZ	ANNJA	30	30.A.V 30.N.c 30.N.C 30.J.C 30.A.V	1.5 1.1 1.75 1.5 0.8	a.⁵/anɲja.⁵/a	0	3268	a.⁵/a n ɲ j a.⁵/a
2644	NEMAjumbu9	water	ḿ̩ⁿgʲə́ŋ / ḿ̩ⁿgʲə́ŋ	ḿ̩ⁿgʲə́ŋ	m.⁵/m n g j ə.⁵/ə ŋ		4 4 1 6 7 4	AMBCYN	MNKJEN	35	35.M.C 35.N.c 35.K.C 35.J.C 35.E.V 35.N.c	2.0 1.1 1.75 1.5 1.3 0.8	m.⁵/mngjə.⁵/əŋ	0	3283	m.⁵/m n - g j ə.⁵/ə ŋ
2645	NVIAjumbu1	water	mŋgyə̌ŋ / ə̀mŋgyə̌ŋ	mŋgyə̌ŋ	m ŋ g j ə.¹⁵/ə ŋ		4 4 1 6 7 4	AMBCYN	MNKJEN	45	45.M.C 45.N.c 45.K.C 45.J.C 45.E.V 45.N.c	2.0 1.1 1.75 1.5 1.3 0.8	mŋgjə.¹⁵/əŋ	0	3283	m ŋ - g j ə.¹⁵/ə ŋ
2646	KMNAjumbu2	water	fə̀gyə̌ŋ / m̀gyə̌ŋ	fə̀gyə̌ŋ	f ə.¹/ə g j ə.¹⁵/ə ŋ		3 7 1 6 7 4	AXBCYN	BEKJEN	24	24.B.C 24.E.V 24.K.C 24.J.C 24.E.V 24.N.c	2.0 1.5 1.75 1.5 1.3 0.8	fə.¹/əgjə.¹⁵/əŋ	0	3283	- f ə.¹/ə g j ə.¹⁵/ə ŋ
2647	KDCAjumbu10	water	m̩̀ⁿgʲə̌ŋ / m̩̀ⁿgʲə̌ŋ	m̩̀ⁿgʲə̌ŋ	m.¹/m n g j ə.¹⁵/ə ŋ		4 4 1 6 7 4	AMBCYN	MNKJEN	18	18.M.C 18.N.c 18.K.C 18.J.C 18.E.V 18.N.c	2.0 1.1 1.75 1.5 1.3 0.8	m.¹/mngjə.¹⁵/əŋ	0	3283	m.¹/m n - g j ə.¹⁵/ə ŋ
2648	ENBBiya1	water	fìɲʲɛ́ / ńɲʲɛ́	fìɲʲɛ́	f i.¹/i ɲʲ ɛ.⁵/ɛ		3 7 4 7	AXBZ	BINE	12	12.B.C 12.I.V 12.N.C 12.E.V	2.0 1.5 1.75 0.8	fi.¹/iɲʲɛ.⁵/ɛ	0	3277	f i.¹/i ɲʲ - ɛ.⁵/ɛ
2649	ICNBiya2	water	ɲ̀ɲʲǎː / ɲ̀ɲʲǎː	ɲ̀ɲʲǎː	ɲ.¹/ɲ ɲʲ aː.¹⁵/aː		4 4 7	ACZ	NNA	13	13.N.C 13.N.C 13.A.V	2.0 1.5 0.8	ɲ.¹/ɲɲʲaː.¹⁵/aː	0	3268	- ɲ.¹/ɲ ɲʲ - aː.¹⁵/aː
2650	NNBBuu3	water	ŋ̀gɪ̌ːn / ø	ŋ̀gɪ̌ːn	ŋ.¹/ŋ g ɪː.¹⁵/ɪː n		4 1 7 4	ACYN	NKIN	42	42.N.C 42.K.C 42.I.V 42.N.c	2.0 1.5 1.3 0.8	ŋ.¹/ŋgɪː.¹⁵/ɪːn	0	3269	ŋ.¹/ŋ - g - ɪː.¹⁵/ɪː n
2651	MNJBuu4	water	ŋ̀ŋgěːn / ŋ̀ŋgěːn	ŋ̀ŋgěːn	ŋ.¹/ŋ ŋ g eː.¹⁵/eː n		4 4 1 7 4	AMBYN	NNKEN	28	28.N.C 28.N.c 28.K.C 28.E.V 28.N.c	2.0 1.1 1.75 1.3 0.8	ŋ.¹/ŋŋgeː.¹⁵/eːn	0	3269	ŋ.¹/ŋ ŋ g - eː.¹⁵/eː n
2652	KEMBuu1	water	ŋgɪ̌ːn / ø	ŋgɪ̌ːn	ŋ g ɪː.¹⁵/ɪː n		4 1 7 4	ACYN	NKIN	20	20.N.C 20.K.C 20.I.V 20.N.c	2.0 1.5 1.3 0.8	ŋgɪː.¹⁵/ɪːn	0	3269	ŋ - g - ɪː.¹⁵/ɪː n
2653	KCYBuu2	water	ŋgɪ̌ːn / mə̂ŋgɪ̌ːn	ŋgɪ̌ːn	ŋ g ɪː.¹⁵/ɪː n		4 1 7 4	ACYN	NKIN	17	17.N.C 17.K.C 17.I.V 17.N.c	2.0 1.5 1.3 0.8	ŋgɪː.¹⁵/ɪːn	0	3269	ŋ - g - ɪː.¹⁵/ɪː n
2654	KHKFang12	water	ⁿdʒʲə̌ːm / ⁿdʒʲə̌ːm	ⁿdʒʲə̌ːm	n./nd ʒ j əː.¹⁵/əː m		4 3 6 7 4	ACCYN	NSJEM	22	22.N.C 22.S.C 22.J.C 22.E.V 22.M.c	2.0 1.5 1.5 1.3 0.8	n./ndʒjəː.¹⁵/əːm	0	3275	n./nd ʒ j əː.¹⁵/əː m
2655	DPNFang13	water	ⁿdʒʲə̌m~fə̀ⁿdʒʲə̀kə̀ / ⁿdʒʲə̌m	ⁿdʒʲə̌m	n./nd ʒ j ə.¹⁵/ə m		4 3 6 7 4	ACCYN	NSJEM	10	10.N.C 10.S.C 10.J.C 10.E.V 10.M.c	2.0 1.5 1.5 1.3 0.8	n./ndʒjə.¹⁵/əm	0	3275	n./nd ʒ j ə.¹⁵/ə m
2656	KDVFang1	water	ŋgyə̄m ~ ndʒyə̌m	ŋgyə̄m	ŋ g j ə.³/ə m		4 1 6 7 4	ACCYN	NKJEM	19	19.N.C 19.K.C 19.J.C 19.E.V 19.M.c	2.0 1.5 1.5 1.3 0.8	ŋgjə.³/əm	0	3275	ŋ g j ə.³/ə m
2657	KJSFang2	water	ŋgyə̄m ~ ndʒyə̌m	ŋgyə̄m	ŋ g j ə.³/ə m		4 1 6 7 4	ACCYN	NKJEM	23	23.N.C 23.K.C 23.J.C 23.E.V 23.M.c	2.0 1.5 1.5 1.3 0.8	ŋgjə.³/əm	0	3275	ŋ g j ə.³/ə m
2658	JGYKoshin3	water	ǹdĩ̄	ǹdĩ̄	n.¹/n d ĩ.³/ĩ		4 1 7	ACZ	NTI	14	14.N.C 14.T.C 14.I.V	2.0 1.5 0.8	n.¹/ndĩ.³/ĩ	0	3279	- n.¹/n d ĩ.³/ĩ
2659	TELKoshin4	water	ə̄ndī / ə̀ndì (dʊ̂ːlə́)	ə̄ndī	ə.³/ə n d i.³/i		7 4 1 7	XMBZ	ENTI	46	46.E.V 46.N.c 46.T.C 46.I.V	1.5 1.1 1.75 0.8	ə.³/əndi.³/i	0	3279	ə.³/ə n d i.³/i
2660	KCSKung3	water	mʷɔ́m / m̀mʷɔ᷇	mʷɔ́m	mʷ ɔ.⁵/ɔ m		4 7 4	AXN	MUM	16	16.M.C 16.U.V 16.M.c	2.0 1.5 0.8	mʷɔ.⁵/ɔm	0	3281	mʷ - ɔ.⁵/ɔ m
2661	NJSKung4	water	ø / ḿmúō	ḿmúō	m.⁵/m m u.¹/u o.³/o		4 4 7 7	ACYZ	MMYU	38	38.M.C 38.M.C 38.Y.V 38.U.V	2.0 1.5 1.3 0.8	m.⁵/mmu.¹/uo.³/o	0	3272	m.⁵/m m u.¹/u o.³/o
2662	ZKGKung1	water	mwɔ̂m / ḿmúɔ̀	mwɔ̂m	m w ɔ.⁵¹/ɔ m		4 6 7 4	ACXN	MWUM	49	49.M.C 49.W.C 49.U.V 49.M.c	2.0 1.5 1.5 0.8	mwɔ.⁵¹/ɔm	0	3281	m w ɔ.⁵¹/ɔ m
2663	BNMKung2	water	m̀mʊ́ɔ̀ / mwɔ̂m	mmʊ́ɔ̀	m m ʊ.⁵/ʊ ɔ.¹/ɔ		4 4 7 7	ACYZ	MMYU	7	7.M.C 7.M.C 7.Y.V 7.U.V	2.0 1.5 1.3 0.8	mmʊ.⁵/ʊɔ.¹/ɔ	0	3272	m m ʊ.⁵/ʊ ɔ.¹/ɔ
